latitude,longitude,tweet_time
-11.687179659202581,-77.17655692363938,1203
-11.608306602635174,-76.57660247845378,591
-12.404370072788396,-76.71037811543844,920
-11.6636872907374,-76.7575640113717,983
-12.693443701161229,-77.20322750502156,471
-12.313183465528455,-76.55620512905793,300
-12.622122883513873,-76.92122594520504,1027
-12.664146863906675,-76.87151734987503,473
-11.714500545610788,-76.88989370363925,1289
-11.92865482626193,-76.87514490710845,480
-12.899633724008757,-76.6417061026399,483
-11.863880531686403,-77.22095307065631,207
-12.14060888315365,-76.91295891586131,148
-11.819542908998347,-76.80886268620134,388
-12.110001013431342,-77.20579907081364,812
-12.433896502187519,-76.83518645992446,1199
-12.257531848078576,-76.89267298210154,281
-12.787563631084023,-77.12182872786734,1170
-12.53408662716229,-77.09410306250783,1201
-12.966504315243437,-77.23103868646777,1020
-12.390656372468657,-76.73566584950194,790
-12.863143490863093,-77.18132820645117,376
-12.009071956238644,-76.66883366964862,296
-11.631185410697658,-76.58826170025739,1278
-11.888987053880111,-77.10711346560518,466
-12.688851009917276,-77.09173524902286,747
-12.23937741906937,-77.20151552988573,909
-11.932046057685932,-76.8672977269434,1392
-11.791453620716634,-76.52863023637923,1297
-12.575483228233328,-77.10501732239064,1015
-12.284380712347444,-77.17214341434398,404
-12.843491245611169,-76.81508978778037,1368
-11.910460195310915,-76.61477494108374,578
-12.347892506612409,-76.60380367644267,80
-12.937463161821029,-77.02366036171559,270
-12.205868746268468,-76.67055172409624,13
-11.812915960867338,-76.82613168544438,738
-12.933346337821561,-76.71367735469815,163
-12.395010144054783,-76.75850910952519,597
-12.277199848760548,-77.1978681434032,383
-11.50067507714948,-77.01400174722798,1008
-12.671931038038865,-76.68951610377299,1039
-11.771265386539065,-76.69207046478688,1424
-12.78111610490422,-77.20233221169502,506
-11.553996227482935,-76.93033372707077,976
-12.53994506049866,-76.60481406901465,901
-12.781654159269142,-76.6667396005678,548
-12.427367885157087,-76.83526058565268,1239
-12.977177232283344,-77.13485309662664,663
-12.836695679956689,-77.04036969843048,863
-12.255776014512868,-76.77706757463307,66
-11.589062370302887,-76.67487249031687,37
-12.332612243641012,-76.80908413396274,825
-12.009659783257279,-76.98369698325689,1239
-11.93938621199542,-76.83869842019747,858
-12.945159737816219,-77.2969416882173,1046
-12.516876627939368,-76.71150344105321,787
-11.50443179509187,-76.62482597552628,66
-12.989489731864623,-77.26313061851891,1362
-12.294740396360048,-76.9804331832063,295
-11.743829688035554,-76.62099496644868,125
-12.5673838926054,-76.82229447789084,0
-11.505056510922012,-76.91328806687478,404
-12.270837457021075,-77.23035342320046,521
-11.629003572773527,-76.71023779976773,1309
-12.207505822449487,-76.7485840312163,284
-12.403535695547289,-76.82820885988524,1026
-11.934850881471501,-77.25164471866304,1259
-11.562591999073796,-76.78580255513157,139
-12.435860764116883,-77.2586611871598,964
-11.702587576635384,-76.64227533899505,211
-12.01058481094609,-76.60457783481907,43
-12.432093790540995,-76.87529140481847,401
-12.916771538386492,-76.62125351534952,934
-12.53289520206556,-76.97937439651265,764
-11.753069326781214,-77.06796884633934,1166
-12.85727332815886,-76.91271643269174,96
-12.14173470401926,-76.85297543954735,1295
-12.2322398025945,-76.68683520580267,1065
-12.007535567347643,-76.81834705547989,243
-11.591497276289141,-76.61531896180472,611
-11.87235660647044,-76.55134103674175,1087
-12.234068708779917,-76.88240305477566,1143
-11.75446637885821,-76.72585930211964,1027
-11.947497080536149,-76.91478583412254,405
-11.656679373346352,-76.5751492085732,377
-11.913477433206005,-77.27557541597704,1349
-11.870472470230576,-76.72511225099848,452
-12.873999781149527,-76.90292700015381,119
-12.994268620777738,-77.25109410246523,654
-11.56657063705586,-76.70345020699509,1308
-12.621957425675749,-76.98574175869527,1235
-12.752351438178012,-76.87822761077287,1362
-12.761923033707765,-76.72975470375467,993
-11.893163436135067,-77.09834441861832,699
-12.93040216918975,-77.06933796696343,543
-12.008464498773689,-77.01467030203091,1013
-12.142811419394954,-76.7019070791341,1056
-12.77904735142391,-76.51454698899049,255
-12.796829260056203,-77.00963015644143,1122
-12.801009638839886,-76.81136184797033,1280
-12.61072243582522,-77.04075989456437,591
-12.037315941280665,-76.5985727447562,576
-12.689668664843863,-76.55159473702378,153
-12.009887486538206,-77.14830191781904,938
-11.54244411325163,-76.77672394209414,821
-11.706854649087598,-76.5752409445791,45
-11.802882773382626,-76.92001077633118,280
-11.576296255232423,-77.03172647488825,1042
-12.081292265072642,-76.57547824262241,238
-11.8467045177411,-77.09370371239687,925
-11.839109430591071,-77.13431958364092,428
-11.538189972555585,-76.59556963702859,694
-12.029235233883183,-76.79311197417444,1162
-12.590415439158452,-77.15196711990662,1244
-12.706489106304275,-76.78570448058434,825
-12.539958478823566,-76.5990289294356,1051
-11.857370364164007,-77.22855439752288,97
-12.015169714836606,-77.09464725786461,897
-12.671119204375401,-76.81663084260828,1356
-11.710252606327552,-77.2080088267239,20
-11.527998284102166,-76.5756401923553,884
-11.864184437371744,-76.82563859709047,854
-12.906842694731187,-76.83201081674463,322
-12.058684596815995,-77.25528581845383,971
-11.593462350377717,-76.96295049844535,1298
-12.530554299423887,-77.1440622284729,306
-12.121853505923424,-76.65317783224873,169
-12.659522775891434,-77.03109815506912,288
-11.678970479303505,-76.97757418494966,1352
-11.695028831278423,-76.78747455999712,987
-12.453317067333982,-76.72606264201754,605
-12.475458283311312,-76.6680163280569,1044
-12.999848626074124,-77.16010986696253,914
-12.523828977173265,-77.08995774279572,1133
-11.82786984527973,-77.22609050675261,991
-12.957081498961044,-76.61484232250245,238
-12.695882640838683,-77.04765150442671,1241
-11.904597049598497,-77.1990814753583,574
-12.028013138228602,-77.0509169977751,1346
-11.520021338492707,-77.25427107067172,266
-12.414072283332946,-76.63073327008749,1432
-12.800079424502998,-77.07037104562741,702
-12.002931305869456,-77.01994198851304,1339
-12.881460367851272,-76.54772820408789,940
-12.824868181856168,-77.14853504213504,512
-12.148121483905218,-77.13681494460207,890
-12.292036738147155,-76.85162616837894,430
-12.604589810767923,-76.52217918105711,49
-12.283047309077329,-76.5790554586539,639
-11.697520076997487,-76.82569041003647,70
-11.912505611589692,-76.65021595239274,1248
-12.317797378622023,-76.90990246967259,1006
-12.53298859719802,-76.95229738936764,1245
-12.126722110246687,-76.97962751856397,1434
-12.995700900944984,-76.93637617817218,1135
-11.90038764258218,-76.73445660494707,1169
-11.796327881695989,-76.64282670245385,72
-12.817379905519473,-76.83919986680674,982
-12.39606483636195,-76.60484222124607,1222
-12.782390606790564,-76.78903463804123,1049
-11.576793118184128,-76.65781172852697,468
-11.761017535050083,-76.74831323125007,372
-12.969891082105702,-76.68097303641193,111
-11.544425441615314,-77.28475690832477,95
-12.787262276237124,-76.60622296495612,1308
-12.873991861297604,-76.59125167079704,610
-12.95108836092564,-76.62695050088402,823
-11.814010166615525,-76.71587481397265,750
-11.612108714840542,-76.66998107596962,1337
-12.856565071563626,-77.15501914690095,1347
-11.525031369980507,-77.26189972389528,1277
-12.526210535954304,-77.06820534071304,30
-11.981732862919154,-76.9460431302131,1121
-11.520601393943673,-77.08337745314506,1260
-12.987257004489507,-76.60346889369568,173
-12.179821490244462,-76.52847661961107,652
-12.016020175934239,-76.68336555247149,1057
-12.442957586409154,-76.9187132041511,1310
-12.835040452062449,-77.18338928580125,885
-12.068319703287202,-76.60236711668168,828
-12.929498250280716,-76.62640045871993,858
-11.614842396672042,-77.1701611067079,474
-12.306901346227916,-77.26103525582279,189
-11.634586889590327,-76.58082963716916,654
-11.745176400178234,-76.64244787523755,26
-12.994537873395382,-76.55259809871487,41
-12.311172251476508,-77.01369673698994,831
-11.668296552665483,-76.77365647404932,678
-12.44171054523748,-76.60864126367724,640
-12.515171717935706,-77.02685702600091,730
-11.971621893326455,-76.9203779105713,968
-11.94242466054347,-76.87465101460741,1373
-12.035259871284987,-77.27658212914287,587
-12.454921180758356,-76.63729601356287,520
-12.904561806188052,-76.5449607083835,1310
-11.615493968509591,-76.96629277975794,816
-12.524177458119462,-76.81107847291632,167
-11.80654451038671,-76.86670307076541,1026
-12.472487380294314,-77.02168261098824,511
-12.257883553567599,-77.23405563029974,1168
-12.439492955829339,-76.88389065767896,498
-12.878014121829509,-77.1047124379579,169
-12.505829233562185,-76.77812498357507,934
-11.56648290898995,-76.87022219264463,1020
-12.834494332620679,-76.82757725964417,360
-12.16623757713327,-76.81860905868459,1260
-11.547390646415426,-76.5914552005476,10
-12.96923199615497,-77.1820633522371,1031
-12.896215299282677,-76.65547000377968,1058
-11.636325020526128,-76.53622035238108,740
-11.89666059252777,-76.72294865041721,794
-12.182015227013949,-77.18875923299669,1372
-12.195036749815676,-76.61980781791412,1352
-11.537671179480974,-76.66656268404,129
-12.968569099119321,-76.60980430426339,405
-12.594285402740931,-76.91092678970017,1084
-12.52476134718457,-76.64380390178849,464
-12.820761634476957,-77.17678914230103,1281
-12.464163108447668,-76.83866112787845,1239
-12.44438285803189,-76.85860910346777,741
-11.561799537813652,-76.58261258278564,1369
-12.336969152718959,-76.60967185299539,1184
-11.59784084410391,-76.72716770463589,693
-11.784943811663705,-77.16012157363369,1296
-11.894743035050722,-76.65460465356604,544
-12.504214769477912,-76.80860005102814,1002
-12.359533895991603,-76.64672355992033,111
-12.933157542319787,-76.54931437772024,368
-12.43397949878629,-76.93992912463958,152
-11.69439115949846,-76.70439504675556,313
-11.827931357745753,-76.52163751209653,845
-11.78745473360632,-77.12907872086079,863
-12.667599101353552,-76.62240073967715,429
-12.684945033455566,-77.18645308130142,863
-12.004987063838163,-77.28629512984705,133
-12.023099210622663,-76.62237807180556,349
-12.707034800898931,-76.5320997187513,1057
-11.920529834909429,-77.27423100606615,651
-12.435773683052597,-76.6244619604167,1327
-11.669796129256088,-76.74048499197832,741
-12.45328306187237,-76.74016856131449,557
-12.655058222072347,-76.93230256653007,806
-12.706201012289315,-76.9663202444441,1082
-11.652701162730636,-77.00158490277018,760
-11.709955858095594,-76.9945298224243,972
-12.361198187066115,-76.55027479274008,882
-12.638918394339202,-76.64737773095538,460
-12.573185884540782,-77.04902667705964,1380
-12.422572194115794,-76.70754875661335,109
-12.933478155965636,-76.7748129698457,902
-12.899060924332774,-76.6232126352681,864
-11.60880887369273,-77.2264673777865,948
-11.850823680346469,-76.7398880974431,788
-11.779024593751073,-77.10405117766807,310
-12.282034038009597,-77.10672229324898,110
-12.452531159684794,-76.73541219791979,296
-12.862045319980144,-76.58404502582052,102
-12.162872202839612,-76.88717545594659,552
-11.884961925699068,-76.92757504474564,444
-12.706133375894414,-76.6479146350304,996
-12.416258789184834,-77.27964128109892,569
-11.609029910107335,-76.73434846574546,905
-11.734374020651899,-77.25509936018388,1373
-11.802559102680902,-77.10446611893173,113
-12.94084800653662,-76.76634679889825,1337
-12.751632165500226,-76.99584412061945,718
-12.540938520679088,-77.06382064405524,803
-12.544533676731316,-76.89655028588706,192
-12.806558934105897,-76.62010607202026,597
-12.565828661309721,-76.95920078077977,889
-12.357783244947013,-76.87369529183877,1273
-12.926042372525588,-77.17362207004194,779
-12.395233947713086,-76.94428677204456,1032
-12.255199687400918,-77.28676733584719,686
-12.938598119102565,-76.62949240950873,489
-11.988702156565699,-77.13453243071774,727
-12.880326246251416,-76.56408936158664,1353
-12.028113626012619,-77.01384161147324,985
-11.508874980366022,-76.63129958310616,963
-12.909063895781781,-76.98830448214353,1114
-12.591730318612576,-77.17781333140591,206
-12.806003993863351,-76.8970198403331,78
-12.44615306175323,-77.09152928808464,952
-11.747109435331348,-77.04160004148345,459
-11.60582856743109,-77.04709831359892,286
-11.740417562308286,-77.02332860164721,1136
-11.963398634232822,-76.90150158155245,226
-11.924173435507099,-77.19784857942695,777
-12.819287220355013,-77.0938918510037,787
-12.626943580534409,-76.79414445523553,880
-12.454154829900236,-76.69543848866041,1430
-12.92479234691629,-77.10495245130535,1239
-11.76752981124528,-77.0903904650285,719
-12.616482924276523,-76.91757436694877,322
-12.92156537632093,-76.51512175325963,194
-12.89037334130342,-76.8598419754739,25
-11.545759448386626,-76.64920331264871,270
-11.632023434126541,-76.56505724458394,833
-11.561887259372103,-76.7904930810504,139
-11.564939230969394,-76.88467590246445,1077
-11.800849098128186,-76.68836066664407,1374
-12.586047026994503,-77.04489613250885,991
-12.51284609839154,-76.52191188262609,838
-12.396997424289031,-76.91970038031161,1070
-11.822495984408764,-76.55736529893527,543
-11.609839930928603,-76.69216898616422,280
-12.339534686151975,-77.13079239130289,1140
-12.547784813710459,-77.1234421164877,753
-12.635728440783083,-77.02013627594425,1407
-12.61529634217107,-77.00236592684472,885
-12.989673652378796,-77.2880015886126,826
-12.64880189948229,-76.61536525216573,974
-12.557622722093717,-77.1076413978385,958
-11.836617811966606,-76.64018444725168,786
-12.177207491059029,-76.91370064856488,164
-12.50335443937267,-76.82637349351917,467
-12.104384922801833,-76.87083926352912,815
-11.81752921437062,-76.54425429963364,537
-12.084929612951294,-76.96562077933764,308
-12.894637885231049,-76.98898885343858,1414
-12.638493072900799,-76.80808241667286,777
-12.571203497159937,-76.99451997622592,840
-12.455600188395225,-76.8140431858113,3
-12.963061759760132,-76.84209894666219,1141
-11.883545214189269,-76.67996699165715,534
-12.294453839032878,-76.50804180082416,1098
-11.655127487907015,-76.51814595081134,714
-12.22347625454463,-77.20098476157555,1117
-11.517751549612003,-76.93830541997329,1396
-11.948958320794612,-76.96211297779845,738
-11.669699372725132,-77.14746209027898,370
-11.540074620188163,-76.70501274607712,434
-12.292364596812977,-76.52516426667374,645
-12.05032900049069,-77.17789619062613,1189
-11.62894389311489,-77.08220289213097,1299
-12.137047519366702,-76.61598300465495,491
-12.920810507785603,-77.05579118094693,744
-11.954521027641324,-76.94699135015459,1400
-11.596396618174811,-76.70771387824182,652
-11.828249386863522,-77.1991907794035,890
-11.81310723382338,-76.87828780216206,1244
-12.881118542201172,-77.21226594146174,20
-11.893919815199823,-77.05571002964486,828
-12.951619068613516,-77.11046477866824,530
-11.604003066969653,-76.71581420428882,1368
-11.628542296471437,-77.17946498881388,801
-11.52958079313656,-76.77045502757518,1283
-12.54520627140921,-76.83951360478193,652
-12.1895883993163,-76.75935582522366,61
-12.131857193347596,-76.59873667295098,1079
-12.164911864825509,-76.87270251285057,1137
-12.381748851778685,-76.72351483284011,706
-11.519652478656834,-76.65635919722833,138
-11.669960072637728,-76.74349842484999,676
-12.084472693184363,-77.04474838019547,1086
-12.028391885182215,-76.5308289940056,1135
-11.928627425962398,-77.25140673496851,147
-12.094455250489338,-77.00215492762656,1377
-11.938718237786667,-76.64295047285029,1084
-11.775255864339858,-77.02007448978004,647
-11.533183904800827,-76.86325937450475,681
-11.726399687320232,-77.1924067947884,571
-12.805970384395723,-76.6145088260738,1285
-12.18040007380178,-76.55507170799807,1159
-12.052136704233757,-76.5127836566688,310
-12.601395290835036,-77.23832423574844,77
-12.286716160607595,-77.14066915206638,1016
-11.600960884115803,-76.90400705194496,887
-12.611525334935243,-77.08190931115995,149
-12.524071695691275,-76.7859004954848,1433
-11.63756694579358,-76.62365230891048,1290
-12.858451621587356,-77.19834299216517,1087
-11.679750687665376,-77.29744892840735,525
-12.544269590157953,-76.50501558250087,145
-12.25234638725069,-76.93965086448668,1333
-12.035725540501108,-77.24523735465371,906
-12.030323263293067,-76.82920051954994,673
-11.530029165886585,-76.69744131649571,1233
-12.947838877051096,-76.65900524350707,395
-11.944276083537977,-76.8445677849374,450
-11.731572999973057,-76.75638833223209,821
-12.117506329897012,-76.91899200123783,1300
-11.536412991277068,-76.80419460162184,722
-12.373500904477352,-76.53872958826061,417
-11.87520691835383,-76.50998315166974,729
-11.970448034741295,-76.79794830017177,1232
-12.952955535478901,-76.8328630001521,659
-12.170813627776425,-77.02359528181019,1231
-12.60862158709136,-77.04060629499483,183
-12.206875509555209,-76.56040425784809,1370
-11.673888461583656,-76.76787934234048,1426
-12.054810410141751,-76.93313688446062,1410
-12.10916691812245,-76.7672400857266,287
-11.991340835915615,-77.20326864310697,120
-12.207523707461826,-76.54524694138314,908
-12.328314202995186,-76.88213979842271,1100
-12.438345885959755,-77.03273293238215,409
-11.949887829488576,-77.28936759992018,674
-11.836400714551887,-76.7582668370415,1322
-12.365141387657754,-76.52434413308029,589
-12.934405114159183,-76.85316883460568,930
-12.185278776362424,-77.0338562738484,393
-12.139554151638125,-76.96533440168868,776
-12.281502187459926,-76.8450511664143,1397
-12.460108048116387,-76.74899548044682,1017
-11.656122972623196,-77.15333429425694,650
-12.278324472308816,-76.55190556934204,695
-11.801546110919098,-76.96854815557889,758
-12.043405782766992,-76.80043421345236,719
-11.819414473383652,-76.57085616045329,362
-11.683499707803147,-76.8373193439526,1139
-12.63498937615952,-76.75316217871824,1364
-11.756989359929442,-76.79344900830615,1355
-11.918345947729643,-77.1015689508743,825
-12.158390652858932,-76.52964127592485,513
-12.182554679728558,-76.9220672617242,1415
-12.532870386824305,-77.22128558815558,368
-12.189046548089525,-76.50161078331952,1381
-12.42347565912031,-76.77998261460108,81
-11.666785122429072,-76.81321630837098,837
-12.126885729732424,-76.5667342873968,606
-12.551455226063478,-76.86650419581261,955
-12.78343850254648,-77.01168063554377,643
-11.959022472771125,-77.16020715284566,972
-12.002926423495639,-76.65153430039958,1175
-12.459919596763434,-77.03519462707963,1007
-12.75674062132244,-76.88687945987766,393
-11.925731007160937,-76.8928941303497,165
-12.594407963355076,-76.70768248572439,1291
-11.706984219370375,-76.75265899218017,130
-11.9106556480729,-76.96113797398337,465
-11.66141012005141,-76.95916987673283,1142
-11.52311155422107,-77.0837352115078,821
-12.488477522133834,-77.02726630729599,349
-12.243905336972448,-76.73082520022963,1368
-12.39433572713758,-76.85013016360197,128
-12.883608620384909,-77.25916125456085,709
-12.392545231007647,-76.89345238937898,174
-12.334304386685746,-76.53596438343236,100
-12.739907001170192,-77.21256388043284,545
-11.67503119243008,-77.21607709477972,951
-12.56134454338909,-76.76579404087317,269
-11.862129402267712,-76.53380160887731,808
-12.885595423499016,-77.27863578249402,5
-12.954867180423223,-77.02437322226628,872
-11.506771525554624,-77.24639880643267,1316
-12.815472584146885,-77.08734678498605,133
-11.851211517587219,-76.85638602036691,222
-12.093224827710658,-76.94630411836567,1227
-12.32057070849809,-77.00933866554662,640
-12.944618968507461,-77.13145911157903,34
-12.5070569522876,-76.80443873304682,598
-11.649864078036511,-76.83939570831934,570
-11.642271156510109,-76.76953309355342,1234
-12.100452129711071,-76.66543195568369,760
-12.13798767171414,-76.71642557704855,1285
-12.36160255861498,-76.53418114593707,257
-11.836652544513505,-77.16446609743983,1046
-11.675582888935406,-76.53887565373374,374
-11.908738634837894,-77.16228650110861,182
-12.212071084347915,-76.6257294924029,1196
-12.04810961763948,-76.66924526625657,881
-12.670388976842402,-76.7671459092316,987
-11.513157167467911,-76.73500274541868,277
-11.596197560749664,-76.74678062882677,163
-11.56504730118227,-76.8760692534132,513
-12.74973025457885,-77.27387530406544,912
-12.02082751121714,-76.83635067417708,942
-12.01548492859569,-76.98869765201032,522
-12.467355510807451,-77.08210588221377,149
-11.702229775416198,-76.90790111419133,372
-11.826487923781222,-76.62151275476646,8
-11.920575787431197,-76.83731812095233,1025
-12.956665047618442,-76.52819268060811,581
-11.514155938980673,-76.96354363262526,868
-11.922441940052249,-77.16537529011629,428
-11.545835239855025,-77.04827339293576,1034
-12.869830273392607,-77.18426585879224,681
-11.958475829993693,-76.75209797387097,308
-11.88278454762584,-77.17238446517747,213
-12.90299230022137,-76.8853991969318,164
-12.90327841582876,-76.56126673950004,1048
-11.856600851406816,-76.95291000222772,453
-11.803480642778135,-76.97782223513585,840
-11.634732683413457,-77.13749448389234,1346
-11.841939133604663,-76.6969690983676,1142
-12.639442944762662,-77.05659892172591,1079
-11.546946855087564,-76.50767835759437,1305
-12.599142171920377,-77.16659258274905,1218
-11.909177862065512,-77.2982062604949,796
-12.205937237310108,-76.86846525742416,412
-12.816537717317559,-77.24508679484383,1362
-11.609306448159193,-77.00427215432647,679
-12.118110644509946,-76.9386816888444,958
-12.862275886456326,-77.10134007840179,164
-12.424966175640511,-76.51750099062453,1349
-11.852504706209528,-77.02413601277985,1024
-12.072369791496495,-77.18423810610555,620
-12.664757074148234,-77.27014483764229,617
-12.145869322509574,-77.05246164744956,422
-12.536705780617384,-76.6431496970399,1300
-12.209095656745275,-77.10325291163473,1435
-12.523048001311139,-76.821030665966,830
-12.255581200338407,-76.50870722288684,1204
-11.736754494850375,-77.02512854345414,864
-12.681974766694736,-76.80720806979913,702
-12.99731654469932,-76.82037794108976,559
-12.767504851632744,-76.82456153586158,300
-11.737215222924572,-76.53728922045633,162
-12.377414155523297,-76.67125626830745,1027
-11.89036086870967,-77.2929436751393,1371
-12.953857705111904,-77.27767764233921,237
-12.78047831357036,-77.2679680943293,419
-12.146575035451196,-77.008319002995,626
-11.919544402389764,-76.9482931297593,1035
-11.818171286604288,-76.65423293493379,1221
-12.035476707918697,-76.79096696692514,1242
-11.864975554543994,-76.50001922060463,651
-12.751371652009768,-76.66476720813043,453
-12.01273899175579,-76.60120805261478,87
-12.362061350591754,-77.15441383879337,80
-11.627691013508697,-76.78685791473444,1186
-12.07707295474238,-77.18078741905057,486
-12.187497205393056,-76.76002252152749,840
-12.132607940880867,-76.65227339836802,15
-11.753021638310095,-77.05978392674045,956
-12.983089230436356,-77.16622809063551,1310
-11.70959784555512,-77.11007092130843,809
-12.956219445998915,-76.65124838638476,1395
-12.126007848330918,-76.86235201526458,1209
-12.246110581549237,-76.87082909447261,339
-12.444471128771346,-76.83859052806443,113
-12.806920183282598,-76.90615228170662,54
-12.813892776115482,-76.60928421345288,1009
-11.886762055346336,-76.89404249992964,528
-12.829755958667441,-76.82323001773261,1023
-11.969118984884,-76.51616242306147,1069
-11.514540612661367,-76.93574363125443,161
-11.977168260593773,-77.15028756853978,293
-12.887181264683518,-76.84962253026909,445
-12.186911414193997,-76.73630306365632,255
-11.748342070341865,-77.199865874257,697
-11.568084225065183,-77.17041490339533,137
-11.908516205675847,-77.28050513243724,1089
-12.535499726880758,-76.70449628860105,1246
-12.623262132405264,-77.13828631780078,675
-11.824269582580955,-76.57913255860943,359
-11.859527181288806,-76.88764733254241,1130
-12.270423696612822,-76.53580987725472,843
-12.86978173644316,-76.9935537181933,1317
-11.991943803539778,-76.53534570977443,1117
-12.114328867691754,-76.51790065550489,1233
-12.982214177394182,-77.19597022177173,332
-12.036363921254095,-77.20004694229138,578
-12.801432709785225,-76.96119258333003,643
-11.761254175959793,-76.96888652357751,267
-11.989634485006851,-76.78006482681846,1390
-12.92246138883493,-77.20987729793814,394
-12.202261199964866,-76.69493838936567,394
-11.791915822454321,-77.12004937455791,952
-11.755019572524935,-77.17950679392165,1194
-12.871926707946605,-76.66437962524273,916
-12.881645276501162,-77.23576432406183,1046
-11.837503864847376,-76.73072441624447,316
-12.651018617642427,-77.21108396843519,942
-12.108958140360722,-76.70795214750022,592
-12.086733610925643,-76.66756944843465,576
-12.055282671358286,-76.83226869617276,902
-12.493187480890688,-77.01855387742128,397
-12.940148995119694,-77.11101950944928,192
-12.193777284621858,-76.65286903267271,305
-12.22748711978333,-77.2145629690431,456
-12.350288675371958,-76.52042616806331,797
-12.580694271424946,-76.6767043065362,761
-11.73543463812291,-76.7476983277229,692
-12.444855520056851,-76.5090958133688,213
-12.809801185328366,-76.74901723332724,445
-11.862819966668448,-77.21682994597774,268
-12.045581425842158,-77.04192082100839,591
-12.536270122858332,-76.83165982274352,555
-12.773288787637583,-76.83967029697472,283
-12.340500472583887,-77.29195326664187,232
-12.90109752771284,-77.09201725607892,506
-12.665861692807326,-76.7109651386769,871
-11.554052480525325,-76.77231926246228,173
-12.774257231642585,-76.58197550154273,744
-12.5875299148339,-76.5318377453927,843
-12.791544555099994,-76.60437988421288,1006
-11.631997374395242,-76.85749040442447,338
-11.61274590999858,-76.86562533866763,313
-12.910794536067659,-77.00440387614498,123
-11.652666748102856,-76.58096430598292,419
-12.786515559648203,-76.63548410567479,996
-12.404061848027936,-76.67679672613501,1318
-12.1205581245625,-76.67726549462735,1170
-12.306381886988145,-76.62091649331335,1131
-12.796119934533097,-76.56488347695932,986
-11.81262998493994,-76.6431692995834,1380
-11.96887604269504,-76.6479669603284,1074
-11.588196657112643,-76.77174783377968,687
-12.470578820550669,-76.93351368458246,1427
-12.354408917571295,-76.8592874189071,812
-12.475372769529367,-76.87174739761066,409
-12.905516750623041,-76.64063763868025,386
-12.917545532120172,-77.0872211166617,1099
-11.858009645141344,-77.00947349234511,1184
-12.572712133564243,-76.85425940682792,1175
-12.26930496151794,-76.51203950243409,851
-11.53154473879702,-76.90850079175951,917
-12.97351365692184,-77.19884308349097,787
-12.223518129327243,-76.7607423916215,150
-12.222665588112744,-76.80693882875293,1366
-11.502175730685208,-76.62272596757127,242
-11.748504027662817,-76.61609565173217,1075
-12.899797335441134,-77.09270321941597,1097
-12.76433766947552,-77.263722841072,885
-12.949136403058914,-76.67198565878803,733
-12.704748276030312,-76.77809509362646,1001
-12.681502340543446,-77.18691158264546,502
-12.865169222824795,-76.5115689713777,693
-12.209165526016147,-76.55925786413924,979
-11.537482725483178,-76.72149845813355,403
-11.794263506004743,-77.25703249002548,72
-12.694939944109484,-77.12933972936422,811
-11.825503508916926,-77.04034246568762,530
-11.526633176256485,-77.25527655506185,510
-11.747153347633462,-76.638091875611,1266
-12.296984858129376,-77.23870548200297,218
-12.595996431223492,-77.13568489062285,934
-11.878163530054573,-77.04486322367558,786
-11.82032408765898,-77.03445144959008,607
-12.554742565522208,-77.08791583626129,1326
-12.663725946966672,-76.51712073592195,969
-11.991840621840645,-76.53134331208759,164
-11.667355082333941,-76.80376074146994,163
-12.968931359547215,-77.1999092683878,756
-11.519363756026301,-76.7346584094115,616
-12.712223444190572,-76.51965130534336,360
-12.475872154744458,-76.50133171036146,818
-12.920606128053736,-76.80671632401352,1367
-12.91669046008507,-77.14913111675457,909
-12.590871799118261,-76.6346549818136,206
-12.152471757093124,-76.80179002410563,52
-11.648375814882026,-76.93829694057938,1210
-12.895230728703028,-77.18002151996164,1230
-12.181150243280038,-77.10816866074086,789
-12.375798927184436,-76.83706599956521,243
-11.516102857979611,-77.09147583340031,1111
-12.719340308838714,-76.91769724284843,1305
-12.445727254008368,-76.72753460404304,4
-12.949812297275788,-76.51011015800626,62
-11.628640828867862,-77.26487059764968,691
-12.066368997410539,-76.66258367392193,513
-12.118245083144169,-77.19770742706807,824
-12.926904226071256,-76.54517328958968,38
-12.851500578829699,-76.68403153119633,1181
-11.81458841736544,-76.98171743064628,1051
-12.175791823756299,-76.88993040806938,68
-12.701485749716786,-76.75863774746287,424
-12.17527611911882,-76.85118220408741,154
-11.547826511392335,-76.51596303709302,1223
-12.844450573626258,-76.50109943414671,811
-11.544690547815762,-77.25436275049425,786
-11.837367596074955,-76.71769044622943,219
-12.783653408115857,-76.70257428305037,1004
-11.777980342000914,-76.66789375377446,1389
-11.88396842489369,-76.56633617073349,483
-12.13911633269526,-76.82530588851378,1296
-11.838459847668787,-77.09636541428961,605
-12.788129098452155,-76.76266508820262,754
-11.917565856014832,-77.04163678566499,100
-12.038605881540354,-77.02597779360345,1355
-12.572975473316326,-76.80963325228475,1350
-11.964441840834418,-77.06875529995897,224
-11.981723604479875,-76.74439490293845,1109
-12.641442732530576,-76.61750699090408,990
-12.77847060106203,-76.51161637348204,628
-12.456596163535965,-77.16528150202477,215
-12.401257554128538,-76.93572124841421,443
-11.763769007580892,-76.7074659619489,159
-12.345881179842618,-76.83808880196472,1302
-11.895106859403358,-77.24832387212851,931
-12.305951354114324,-77.02156251760316,1192
-12.899307557373174,-76.66501453686189,1266
-12.02088464857446,-76.90574177049608,142
-11.656920753094733,-76.74450281276175,50
-12.222521528396454,-76.78758479478158,537
